mode,nlc,asc,station,coverage,year,day,dir,total,early,am_peak,inter_peak,pm_peak,evening,late
LU,702,SSQu,Sloane Square,Station entry / exit,2017-01-01,MTF,IN,27847.0,444.0,5098.0,8363.0,9203.0,3479.0,1260.0
LU,703,SNBu,Snaresbrook,Station entry / exit,2017-01-01,MTF,IN,5596.0,389.0,3267.0,1010.0,698.0,172.0,60.0
LU,704,SELu,South Ealing,Station entry / exit,2017-01-01,MTF,IN,5789.0,373.0,2349.0,1441.0,1126.0,371.0,129.0
LU,707,SHRu,South Harrow,Station entry / exit,2017-01-01,MTF,IN,3444.0,473.0,1365.0,854.0,513.0,180.0,59.0
LU,708,SKNu,South Kensington,Station entry / exit,2017-01-01,MTF,IN,50391.0,522.0,5438.0,15051.0,18284.0,7377.0,3719.0
LU,709,SKTu,South Kenton,Station entry / exit,2017-01-01,MTF,IN,1858.0,123.0,877.0,530.0,214.0,67.0,47.0
LU,710,SRPu,South Ruislip,Station entry / exit,2017-01-01,MTF,IN,3364.0,428.0,1647.0,608.0,499.0,138.0,44.0
LU,711,SWMu,South Wimbledon,Station entry / exit,2017-01-01,MTF,IN,8219.0,537.0,3880.0,1495.0,1556.0,531.0,220.0
LU,712,SWFu,South Woodford,Station entry / exit,2017-01-01,MTF,IN,7696.0,554.0,4136.0,1584.0,984.0,314.0,124.0
LU,705,SFSu,Southfields,Station entry / exit,2017-01-01,MTF,IN,10030.0,642.0,4837.0,2340.0,1597.0,505.0,109.0
LU,706,SGTu,Southgate,Station entry / exit,2017-01-01,MTF,IN,8777.0,761.0,3737.0,2278.0,1385.0,465.0,151.0
LU,784,SWKu,Southwark,Station entry / exit,2017-01-01,MTF,IN,28187.0,567.0,5685.0,6594.0,10797.0,3221.0,1323.0
LU,695,SJPu,St. James's Park,Station entry / exit,2017-01-01,MTF,IN,25788.0,144.0,2057.0,7698.0,12867.0,2430.0,592.0
LU,696,SJWu,St. John's Wood,Station entry / exit,2017-01-01,MTF,IN,12340.0,292.0,3397.0,3462.0,3537.0,1244.0,408.0
LU,697,STPu,St. Paul's,Station entry / exit,2017-01-01,MTF,IN,28879.0,97.0,1082.0,8505.0,12964.0,4667.0,1564.0
LU,713,STBu,Stamford Brook,Station entry / exit,2017-01-01,MTF,IN,4454.0,176.0,1738.0,1037.0,1045.0,357.0,101.0
LU,714,STAu,Stanmore,Station entry / exit,2017-01-01,MTF,IN,6152.0,685.0,2660.0,1362.0,1108.0,260.0,77.0
LU,715,STGu,Stepney Green,Station entry / exit,2017-01-01,MTF,IN,10703.0,339.0,2922.0,3119.0,2642.0,1230.0,451.0
LU,716,STKu,Stockwell,Station entry / exit,2017-01-01,MTF,IN,20187.0,1036.0,10609.0,3922.0,2758.0,1242.0,620.0
LU,717,SPKu,Stonebridge Park,Station entry / exit,2017-01-01,MTF,IN,4262.0,536.0,1525.0,957.0,860.0,283.0,101.0
LU,719,SFDu,Stratford,Station entry / exit,2017-01-01,MTF,IN,93742.0,7104.0,21045.0,26227.0,22383.0,13154.0,3829.0
LU,720,SHLu,Sudbury Hill,Station entry / exit,2017-01-01,MTF,IN,2988.0,510.0,1220.0,657.0,420.0,146.0,35.0
LU,721,STNu,Sudbury Town,Station entry / exit,2017-01-01,MTF,IN,3027.0,423.0,1405.0,661.0,365.0,131.0,42.0
LU,723,SWCu,Swiss Cottage,Station entry / exit,2017-01-01,MTF,IN,12645.0,357.0,3938.0,3291.0,3164.0,1376.0,519.0
LU,724,TEMu,Temple,Station entry / exit,2017-01-01,MTF,IN,15731.0,43.0,444.0,4058.0,7446.0,2687.0,1053.0
LU,725,THBu,Theydon Bois,Station entry / exit,2017-01-01,MTF,IN,1526.0,286.0,727.0,281.0,168.0,42.0,22.0
LU,726,TBEu,Tooting Bec,Station entry / exit,2017-01-01,MTF,IN,13230.0,796.0,6930.0,2614.0,1813.0,795.0,282.0
LU,727,TBYu,Tooting Broadway,Station entry / exit,2017-01-01,MTF,IN,25494.0,1799.0,9761.0,6035.0,5104.0,2095.0,700.0
LU,728,TCRu,Tottenham Court Road,Station entry / exit,2017-01-01,MTF,IN,63871.0,197.0,2212.0,14833.0,23688.0,13349.0,9592.0
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,2017-01-01,MTF,IN,21847.0,1495.0,8593.0,5627.0,3750.0,1819.0,563.0
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,2017-01-01,MTF,IN,4396.0,365.0,2222.0,905.0,660.0,180.0,64.0
LU,731,THLu,Tower Hill,Station entry / exit,2017-01-01,MTF,IN,30036.0,1168.0,7692.0,8818.0,10026.0,2249.0,83.0
LU,733,TPKu,Tufnell Park,Station entry / exit,2017-01-01,MTF,IN,6597.0,222.0,2784.0,1756.0,984.0,481.0,370.0
LU,734,TGRu,Turnham Green,Station entry / exit,2017-01-01,MTF,IN,9699.0,445.0,3688.0,2337.0,2138.0,749.0,342.0
LU,735,TPLu,Turnpike Lane,Station entry / exit,2017-01-01,MTF,IN,16200.0,1797.0,6482.0,4353.0,2241.0,948.0,379.0
LU,736,UPMu,Upminster,Station entry / exit,2017-01-01,MTF,IN,8854.0,1188.0,4618.0,1705.0,869.0,325.0,149.0
LU,737,UPBu,Upminster Bridge,Station entry / exit,2017-01-01,MTF,IN,2073.0,272.0,792.0,630.0,320.0,42.0,17.0
LU,738,UPYu,Upney,Station entry / exit,2017-01-01,MTF,IN,4622.0,867.0,1874.0,1095.0,557.0,180.0,49.0
LU,739,UPKu,Upton Park,Station entry / exit,2017-01-01,MTF,IN,15357.0,2478.0,5526.0,4114.0,2245.0,812.0,182.0
LU,740,UXBu,Uxbridge,Station entry / exit,2017-01-01,MTF,IN,13974.0,667.0,2767.0,4134.0,5065.0,1108.0,233.0
LU,777,VUXu,Vauxhall LU,Station entry / exit,2017-01-01,MTF,IN,50772.0,1587.0,16279.0,12144.0,14905.0,4277.0,1580.0
LU,741,VICu,Victoria LU,Station entry / exit,2017-01-01,MTF,IN,121018.0,3263.0,28669.0,37049.0,32656.0,13172.0,6209.0
LU,743,WANu,Wanstead,Station entry / exit,2017-01-01,MTF,IN,4802.0,330.0,2284.0,1179.0,663.0,236.0,110.0
LU,745,WSTu,Warren Street,Station entry / exit,2017-01-01,MTF,IN,35810.0,182.0,1876.0,8246.0,16951.0,6545.0,2010.0
LU,746,WARu,Warwick Avenue,Station entry / exit,2017-01-01,MTF,IN,6917.0,211.0,2571.0,1732.0,1582.0,580.0,241.0
LU,747,WLOu,Waterloo LU,Station entry / exit,2017-01-01,MTF,IN,147574.0,4139.0,61168.0,33027.0,30532.0,12812.0,5896.0
LU,748,WATu,Watford,Station entry / exit,2017-01-01,MTF,IN,3307.0,397.0,1307.0,809.0,625.0,133.0,36.0
LU,751,WEMu,Wembley Central,Station entry / exit,2017-01-01,MTF,IN,8953.0,923.0,2737.0,2561.0,1759.0,736.0,237.0
LU,752,WPKu,Wembley Park,Station entry / exit,2017-01-01,MTF,IN,24980.0,1761.0,6975.0,6703.0,6157.0,1994.0,1390.0
LU,753,WACu,West Acton,Station entry / exit,2017-01-01,MTF,IN,2754.0,178.0,1220.0,744.0,466.0,120.0,26.0
LU,755,WBTu,West Brompton,Station entry / exit,2017-01-01,MTF,IN,10006.0,232.0,2011.0,3040.0,3646.0,765.0,312.0
LU,756,WFYu,West Finchley,Station entry / exit,2017-01-01,MTF,IN,2897.0,199.0,1707.0,564.0,311.0,95.0,21.0
LU,757,WHMu,West Ham,Station entry / exit,2017-01-01,MTF,IN,6946.0,802.0,2466.0,1668.0,1162.0,613.0,235.0
LU,758,WHDu,West Hampstead LU,Station entry / exit,2017-01-01,MTF,IN,20776.0,771.0,9599.0,4145.0,4187.0,1483.0,591.0
LU,759,WHRu,West Harrow,Station entry / exit,2017-01-01,MTF,IN,2270.0,303.0,1144.0,445.0,267.0,81.0,30.0
LU,760,WKNu,West Kensington,Station entry / exit,2017-01-01,MTF,IN,8424.0,323.0,2639.0,2438.0,2077.0,695.0,252.0
LU,762,WRPu,West Ruislip,Station entry / exit,2017-01-01,MTF,IN,2787.0,258.0,1346.0,611.0,405.0,126.0,41.0
LU,754,WBPu,Westbourne Park,Station entry / exit,2017-01-01,MTF,IN,6923.0,271.0,2322.0,1837.0,1736.0,554.0,203.0
LU,761,WMSu,Westminster,Station entry / exit,2017-01-01,MTF,IN,38241.0,219.0,1789.0,12484.0,16759.0,5258.0,1732.0
LU,764,WCTu,White City,Station entry / exit,2017-01-01,MTF,IN,14693.0,350.0,2402.0,3031.0,6566.0,1837.0,507.0
LU,763,WCLu,Whitechapel,Station entry / exit,2017-01-01,MTF,IN,22590.0,355.0,3013.0,6794.0,8097.0,3312.0,1019.0
LU,765,WLGu,Willesden Green,Station entry / exit,2017-01-01,MTF,IN,13820.0,967.0,5992.0,3753.0,1948.0,887.0,273.0
LU,766,WJNu,Willesden Junction,Station entry / exit,2017-01-01,MTF,IN,7566.0,550.0,2566.0,1882.0,1782.0,546.0,240.0
LU,768,WMPu,Wimbledon Park,Station entry / exit,2017-01-01,MTF,IN,3583.0,206.0,1595.0,879.0,687.0,180.0,36.0
LU,770,WGNu,Wood Green,Station entry / exit,2017-01-01,MTF,IN,20042.0,2380.0,6838.0,5127.0,3435.0,1320.0,942.0
LU,599,WDLu,Wood Lane,Station entry / exit,2017-01-01,MTF,IN,6242.0,141.0,1235.0,1594.0,2152.0,915.0,205.0
LU,769,WFDu,Woodford,Station entry / exit,2017-01-01,MTF,IN,9442.0,1110.0,4850.0,2188.0,953.0,280.0,61.0
LU,771,WSPu,Woodside Park,Station entry / exit,2017-01-01,MTF,IN,5311.0,385.0,2788.0,1196.0,692.0,200.0,50.0
LU,500,ACTu,Acton Town,Station entry / exit,2017-01-01,MTF,OUT,9382.0,265.0,1979.0,1762.0,2664.0,1689.0,1023.0
LU,502,ALDu,Aldgate,Station entry / exit,2017-01-01,MTF,OUT,16023.0,352.0,7465.0,3636.0,3003.0,1107.0,460.0
LU,503,ALEu,Aldgate East,Station entry / exit,2017-01-01,MTF,OUT,21071.0,398.0,7653.0,5627.0,3865.0,2317.0,1211.0
LU,505,ALPu,Alperton,Station entry / exit,2017-01-01,MTF,OUT,5081.0,129.0,852.0,1129.0,1838.0,772.0,361.0
LU,506,AMEu,Amersham,Station entry / exit,2017-01-01,MTF,OUT,4025.0,22.0,462.0,568.0,1466.0,1047.0,460.0
LU,507,ANGu,Angel,Station entry / exit,2017-01-01,MTF,OUT,30099.0,425.0,9586.0,8615.0,6448.0,3700.0,1325.0
LU,508,ARCu,Archway,Station entry / exit,2017-01-01,MTF,OUT,13956.0,159.0,2189.0,2968.0,4227.0,2855.0,1558.0
LU,509,AGRu,Arnos Grove,Station entry / exit,2017-01-01,MTF,OUT,6732.0,98.0,773.0,1327.0,2295.0,1403.0,836.0
LU,510,ARLu,Arsenal,Station entry / exit,2017-01-01,MTF,OUT,3929.0,31.0,394.0,780.0,1209.0,981.0,534.0
LU,511,BSTu,Baker Street,Station entry / exit,2017-01-01,MTF,OUT,44913.0,986.0,15502.0,14559.0,9004.0,3426.0,1436.0
LU,512,BALu,Balham LU,Station entry / exit,2017-01-01,MTF,OUT,22199.0,276.0,2676.0,3603.0,7836.0,5180.0,2628.0
LU,513,BNKu,Bank and Monument,Station entry / exit,2017-01-01,MTF,OUT,111709.0,4040.0,60795.0,25303.0,15206.0,4842.0,1523.0
LU,501,BARu,Barbican,Station entry / exit,2017-01-01,MTF,OUT,20512.0,562.0,10056.0,5688.0,2658.0,1153.0,395.0
LU,514,BKGu,Barking,Station entry / exit,2017-01-01,MTF,OUT,28165.0,741.0,3830.0,6062.0,10351.0,5134.0,2047.0
LU,515,BDEu,Barkingside,Station entry / exit,2017-01-01,MTF,OUT,2661.0,13.0,321.0,443.0,1150.0,535.0,199.0
LU,516,BCTu,Barons Court,Station entry / exit,2017-01-01,MTF,OUT,10959.0,108.0,3447.0,2368.0,2386.0,1681.0,969.0
LU,517,BAYu,Bayswater,Station entry / exit,2017-01-01,MTF,OUT,6309.0,62.0,697.0,1892.0,1757.0,1240.0,661.0
LU,518,BECu,Becontree,Station entry / exit,2017-01-01,MTF,OUT,5638.0,77.0,470.0,1222.0,2415.0,1034.0,420.0
LU,519,BPKu,Belsize Park,Station entry / exit,2017-01-01,MTF,OUT,9207.0,142.0,2233.0,2712.0,1813.0,1575.0,732.0
LU,787,BERu,Bermondsey,Station entry / exit,2017-01-01,MTF,OUT,16121.0,580.0,3519.0,3138.0,4398.0,2938.0,1548.0
LU,520,BNGu,Bethnal Green LU,Station entry / exit,2017-01-01,MTF,OUT,22390.0,550.0,3921.0,4962.0,5918.0,4471.0,2568.0
LU,521,BLFu,Blackfriars LU,Station entry / exit,2017-01-01,MTF,OUT,24991.0,719.0,12503.0,5456.0,4589.0,1281.0,443.0
LU,522,BHRu,Blackhorse Road,Station entry / exit,2017-01-01,MTF,OUT,13631.0,193.0,1096.0,2225.0,5343.0,2995.0,1779.0
LU,524,BDSu,Bond Street,Station entry / exit,2017-01-01,MTF,OUT,60124.0,1714.0,20800.0,22356.0,11224.0,3306.0,724.0
LU,525,BORu,Borough,Station entry / exit,2017-01-01,MTF,OUT,9318.0,169.0,3635.0,2463.0,1502.0,1012.0,537.0
LU,526,BOSu,Boston Manor,Station entry / exit,2017-01-01,MTF,OUT,3414.0,64.0,748.0,678.0,977.0,596.0,351.0
LU,527,BGRu,Bounds Green,Station entry / exit,2017-01-01,MTF,OUT,9196.0,69.0,769.0,1571.0,3352.0,2157.0,1278.0
LU,528,BWRu,Bow Road,Station entry / exit,2017-01-01,MTF,OUT,8487.0,153.0,1086.0,1539.0,2579.0,1938.0,1192.0
LU,529,BTXu,Brent Cross,Station entry / exit,2017-01-01,MTF,OUT,3791.0,56.0,487.0,876.0,1344.0,645.0,383.0
LU,778,BRXu,Brixton LU,Station entry / exit,2017-01-01,MTF,OUT,48822.0,538.0,4647.0,8288.0,16610.0,12507.0,6232.0
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,2017-01-01,MTF,OUT,5937.0,221.0,1226.0,1103.0,1649.0,1142.0,596.0
LU,531,BHLu,Buckhurst Hill,Station entry / exit,2017-01-01,MTF,OUT,3843.0,33.0,303.0,679.0,1661.0,821.0,346.0
LU,532,BURu,Burnt Oak,Station entry / exit,2017-01-01,MTF,OUT,6947.0,55.0,686.0,1406.0,2994.0,1263.0,543.0
LU,534,CRDu,Caledonian Road,Station entry / exit,2017-01-01,MTF,OUT,8591.0,236.0,1848.0,1807.0,2105.0,1663.0,932.0
LU,535,CTNu,Camden Town,Station entry / exit,2017-01-01,MTF,OUT,31183.0,570.0,7222.0,10908.0,6687.0,3840.0,1956.0
LU,788,CWRu,Canada Water,Station entry / exit,2017-01-01,MTF,OUT,22150.0,398.0,2439.0,4099.0,7481.0,5053.0,2680.0
LU,852,CWFu,Canary Wharf LU,Station entry / exit,2017-01-01,MTF,OUT,86803.0,4323.0,49365.0,14729.0,9852.0,5560.0,2974.0
LU,884,CNTu,Canning Town,Station entry / exit,2017-01-01,MTF,OUT,19892.0,498.0,2246.0,3615.0,6907.0,4086.0,2540.0
LU,536,CSTu,Cannon Street LU,Station entry / exit,2017-01-01,MTF,OUT,15365.0,406.0,5413.0,3280.0,4298.0,1435.0,533.0
LU,537,CPKu,Canons Park,Station entry / exit,2017-01-01,MTF,OUT,4777.0,47.0,474.0,805.0,1997.0,1025.0,429.0
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,2017-01-01,MTF,OUT,2964.0,30.0,516.0,414.0,1012.0,695.0,297.0
LU,540,CHFu,Chalk Farm,Station entry / exit,2017-01-01,MTF,OUT,8003.0,88.0,1543.0,1809.0,2153.0,1714.0,696.0
LU,541,CYLu,Chancery Lane,Station entry / exit,2017-01-01,MTF,OUT,32778.0,934.0,17460.0,9607.0,3465.0,992.0,320.0
LU,718,CHXu,Charing Cross LU,Station entry / exit,2017-01-01,MTF,OUT,29715.0,490.0,7067.0,8439.0,9263.0,3162.0,1294.0
LU,543,CHMu,Chesham,Station entry / exit,2017-01-01,MTF,OUT,1821.0,5.0,271.0,234.0,702.0,444.0,165.0
LU,544,CHGu,Chigwell,Station entry / exit,2017-01-01,MTF,OUT,727.0,9.0,143.0,116.0,285.0,138.0,36.0
LU,545,CHPu,Chiswick Park,Station entry / exit,2017-01-01,MTF,OUT,3971.0,51.0,1259.0,756.0,1030.0,601.0,274.0
LU,546,CWDu,Chorleywood,Station entry / exit,2017-01-01,MTF,OUT,2374.0,125.0,624.0,377.0,633.0,505.0,110.0
LU,547,CPCu,Clapham Common,Station entry / exit,2017-01-01,MTF,OUT,16450.0,219.0,2107.0,2830.0,5330.0,4046.0,1918.0
LU,548,CPNu,Clapham North,Station entry / exit,2017-01-01,MTF,OUT,10834.0,139.0,1205.0,1581.0,3556.0,2834.0,1519.0
LU,549,CPSu,Clapham South,Station entry / exit,2017-01-01,MTF,OUT,13359.0,120.0,1547.0,1914.0,4459.0,3630.0,1689.0
LU,550,CFSu,Cockfosters,Station entry / exit,2017-01-01,MTF,OUT,2760.0,24.0,327.0,630.0,942.0,536.0,301.0
LU,551,COLu,Colindale,Station entry / exit,2017-01-01,MTF,OUT,10901.0,224.0,1858.0,1939.0,3569.0,2214.0,1097.0
LU,552,CLWu,Colliers Wood,Station entry / exit,2017-01-01,MTF,OUT,9870.0,136.0,784.0,1779.0,3746.0,2216.0,1209.0
LU,553,COVu,Covent Garden,Station entry / exit,2017-01-01,MTF,OUT,24691.0,294.0,4776.0,9727.0,6752.0,2630.0,512.0
LU,554,CRXu,Croxley,Station entry / exit,2017-01-01,MTF,OUT,1877.0,17.0,311.0,239.0,779.0,389.0,142.0
LU,555,DGEu,Dagenham East,Station entry / exit,2017-01-01,MTF,OUT,4593.0,71.0,602.0,961.0,1808.0,824.0,327.0
LU,556,DGHu,Dagenham Heathway,Station entry / exit,2017-01-01,MTF,OUT,9711.0,140.0,1232.0,2393.0,3708.0,1633.0,605.0
LU,557,DEBu,Debden,Station entry / exit,2017-01-01,MTF,OUT,4076.0,84.0,1041.0,819.0,1351.0,523.0,258.0
LU,558,DHLu,Dollis Hill,Station entry / exit,2017-01-01,MTF,OUT,6107.0,92.0,927.0,1247.0,1988.0,1159.0,694.0
LU,561,ECMu,Ealing Common,Station entry / exit,2017-01-01,MTF,OUT,5002.0,80.0,968.0,926.0,1630.0,913.0,485.0
LU,562,ECTu,Earl's Court,Station entry / exit,2017-01-01,MTF,OUT,30098.0,777.0,6494.0,7747.0,6986.0,5137.0,2957.0
LU,563,EACu,East Acton,Station entry / exit,2017-01-01,MTF,OUT,6345.0,168.0,1407.0,1250.0,1752.0,1091.0,677.0
LU,565,EFYu,East Finchley,Station entry / exit,2017-01-01,MTF,OUT,11528.0,85.0,1328.0,1971.0,4188.0,2667.0,1289.0
LU,566,EHMu,East Ham,Station entry / exit,2017-01-01,MTF,OUT,22485.0,256.0,2085.0,4728.0,9023.0,4496.0,1897.0
LU,567,EPYu,East Putney,Station entry / exit,2017-01-01,MTF,OUT,9678.0,92.0,1673.0,1571.0,3221.0,2116.0,1005.0
LU,564,ETEu,Eastcote,Station entry / exit,2017-01-01,MTF,OUT,4848.0,42.0,421.0,1054.0,2029.0,946.0,356.0
LU,568,EDGu,Edgware,Station entry / exit,2017-01-01,MTF,OUT,8014.0,114.0,923.0,2024.0,2863.0,1435.0,655.0
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,2017-01-01,MTF,OUT,7464.0,165.0,2783.0,2036.0,1265.0,755.0,460.0
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,2017-01-01,MTF,OUT,11396.0,243.0,3946.0,3121.0,2339.0,1194.0,553.0
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,2017-01-01,MTF,OUT,32954.0,553.0,8635.0,9044.0,7095.0,4838.0,2789.0
LU,571,EPKu,Elm Park,Station entry / exit,2017-01-01,MTF,OUT,5138.0,39.0,276.0,992.0,2471.0,947.0,413.0
LU,542,EMBu,Embankment,Station entry / exit,2017-01-01,MTF,OUT,33686.0,733.0,10765.0,9646.0,8891.0,2629.0,1022.0
LU,572,EPPu,Epping,Station entry / exit,2017-01-01,MTF,OUT,6449.0,154.0,737.0,1040.0,2710.0,1187.0,621.0
LU,574,EUSu,Euston LU,Station entry / exit,2017-01-01,MTF,OUT,64044.0,1568.0,14279.0,19175.0,18432.0,7618.0,2972.0
LU,575,ESQu,Euston Square,Station entry / exit,2017-01-01,MTF,OUT,24727.0,518.0,8892.0,7522.0,5717.0,1620.0,458.0
LU,576,FLPu,Fairlop,Station entry / exit,2017-01-01,MTF,OUT,1878.0,17.0,191.0,324.0,821.0,380.0,145.0
LU,577,FARu,Farringdon,Station entry / exit,2017-01-01,MTF,OUT,37094.0,956.0,22693.0,8081.0,3374.0,1307.0,683.0
LU,578,FYCu,Finchley Central,Station entry / exit,2017-01-01,MTF,OUT,11680.0,79.0,1857.0,2279.0,4040.0,2275.0,1150.0
LU,579,FRDu,Finchley Road,Station entry / exit,2017-01-01,MTF,OUT,14715.0,368.0,2968.0,3365.0,4455.0,2538.0,1021.0
LU,580,FPKu,Finsbury Park,Station entry / exit,2017-01-01,MTF,OUT,45232.0,671.0,5212.0,8573.0,15994.0,9844.0,4938.0
LU,581,FBYu,Fulham Broadway,Station entry / exit,2017-01-01,MTF,OUT,15025.0,199.0,3905.0,3829.0,3779.0,2461.0,852.0
LU,582,GHLu,Gants Hill,Station entry / exit,2017-01-01,MTF,OUT,10582.0,66.0,724.0,1862.0,4513.0,2454.0,963.0
LU,583,GRDu,Gloucester Road,Station entry / exit,2017-01-01,MTF,OUT,20559.0,404.0,4963.0,5783.0,4684.0,3080.0,1645.0
LU,584,GGRu,Golders Green,Station entry / exit,2017-01-01,MTF,OUT,12928.0,237.0,2011.0,2887.0,3910.0,2510.0,1373.0
LU,585,GHRu,Goldhawk Road,Station entry / exit,2017-01-01,MTF,OUT,3313.0,47.0,429.0,890.0,1033.0,643.0,271.0
LU,586,GSTu,Goodge Street,Station entry / exit,2017-01-01,MTF,OUT,12624.0,242.0,5425.0,4212.0,1935.0,632.0,178.0
LU,587,GRHu,Grange Hill,Station entry / exit,2017-01-01,MTF,OUT,1085.0,14.0,77.0,180.0,513.0,234.0,67.0
LU,588,GPSu,Great Portland Street,Station entry / exit,2017-01-01,MTF,OUT,13985.0,327.0,7137.0,3743.0,1755.0,755.0,268.0
LU,590,GPKu,Green Park,Station entry / exit,2017-01-01,MTF,OUT,67897.0,2464.0,30427.0,21287.0,9516.0,3224.0,979.0
LU,589,GFDu,Greenford,Station entry / exit,2017-01-01,MTF,OUT,7453.0,217.0,959.0,1349.0,2874.0,1451.0,603.0
LU,591,GUNu,Gunnersbury,Station entry / exit,2017-01-01,MTF,OUT,9408.0,215.0,4532.0,1588.0,1713.0,915.0,445.0
LU,592,HAIu,Hainault,Station entry / exit,2017-01-01,MTF,OUT,6002.0,53.0,408.0,945.0,2667.0,1328.0,601.0
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,2017-01-01,MTF,OUT,45894.0,1089.0,15528.0,10342.0,10025.0,5842.0,3068.0
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,2017-01-01,MTF,OUT,16945.0,284.0,4355.0,4379.0,4703.0,2296.0,928.0
LU,594,HMPu,Hampstead,Station entry / exit,2017-01-01,MTF,OUT,7223.0,106.0,1719.0,2083.0,1687.0,1159.0,469.0
LU,595,HLNu,Hanger Lane,Station entry / exit,2017-01-01,MTF,OUT,6086.0,185.0,1614.0,933.0,1823.0,1026.0,505.0
LU,596,HARu,Harlesden,Station entry / exit,2017-01-01,MTF,OUT,5172.0,359.0,1497.0,1087.0,1266.0,676.0,287.0
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,2017-01-01,MTF,OUT,7332.0,116.0,1156.0,1440.0,3008.0,1253.0,359.0
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,2017-01-01,MTF,OUT,18067.0,293.0,3046.0,4216.0,6190.0,2983.0,1339.0
LU,779,HTXu,Hatton Cross,Station entry / exit,2017-01-01,MTF,OUT,4737.0,216.0,1182.0,969.0,1149.0,742.0,479.0
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,2017-01-01,MTF,OUT,9606.0,515.0,1847.0,3557.0,2382.0,1003.0,302.0
LU,781,HRFu,Heathrow Terminal 4 LU,Station entry / exit,2017-01-01,MTF,OUT,2885.0,168.0,473.0,1067.0,778.0,337.0,62.0
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,2017-01-01,MTF,OUT,5700.0,379.0,1081.0,2418.0,1300.0,412.0,110.0
LU,601,HNDu,Hendon Central,Station entry / exit,2017-01-01,MTF,OUT,12181.0,150.0,2344.0,3312.0,3406.0,1899.0,1070.0
LU,602,HBTu,High Barnet,Station entry / exit,2017-01-01,MTF,OUT,6820.0,35.0,993.0,1253.0,2397.0,1384.0,758.0
LU,605,HSTu,High Street Kensington,Station entry / exit,2017-01-01,MTF,OUT,19963.0,428.0,6510.0,7013.0,3671.0,1684.0,657.0
LU,603,HBYu,Highbury & Islington,Station entry / exit,2017-01-01,MTF,OUT,30890.0,664.0,8549.0,6407.0,7962.0,5129.0,2179.0
LU,604,HIGu,Highgate,Station entry / exit,2017-01-01,MTF,OUT,8948.0,58.0,901.0,1498.0,3266.0,2216.0,1009.0
LU,606,HDNu,Hillingdon,Station entry / exit,2017-01-01,MTF,OUT,2686.0,61.0,379.0,523.0,981.0,494.0,248.0
LU,607,HOLu,Holborn,Station entry / exit,2017-01-01,MTF,OUT,56804.0,1378.0,24440.0,18915.0,8400.0,2761.0,910.0
LU,608,HPKu,Holland Park,Station entry / exit,2017-01-01,MTF,OUT,5447.0,132.0,1700.0,1365.0,1165.0,755.0,330.0
LU,609,HRDu,Holloway Road,Station entry / exit,2017-01-01,MTF,OUT,10473.0,104.0,1994.0,2858.0,2583.0,1938.0,996.0
LU,610,HCHu,Hornchurch,Station entry / exit,2017-01-01,MTF,OUT,3705.0,34.0,415.0,706.0,1667.0,598.0,285.0
LU,611,HNCu,Hounslow Central,Station entry / exit,2017-01-01,MTF,OUT,6423.0,92.0,1270.0,1436.0,1894.0,1192.0,539.0
LU,612,HNEu,Hounslow East,Station entry / exit,2017-01-01,MTF,OUT,6305.0,99.0,707.0,1217.0,2230.0,1386.0,666.0
LU,613,HNWu,Hounslow West,Station entry / exit,2017-01-01,MTF,OUT,5191.0,87.0,414.0,1105.0,1710.0,1206.0,669.0
LU,614,HPCu,Hyde Park Corner,Station entry / exit,2017-01-01,MTF,OUT,8292.0,210.0,2654.0,2991.0,1601.0,674.0,162.0
LU,615,ICKu,Ickenham,Station entry / exit,2017-01-01,MTF,OUT,1958.0,25.0,284.0,407.0,744.0,335.0,163.0
LU,616,KENu,Kennington,Station entry / exit,2017-01-01,MTF,OUT,8177.0,128.0,1330.0,1492.0,2304.0,1795.0,1128.0
LU,617,KGNu,Kensal Green,Station entry / exit,2017-01-01,MTF,OUT,3891.0,40.0,559.0,758.0,1213.0,883.0,438.0
LU,619,KTNu,Kentish Town,Station entry / exit,2017-01-01,MTF,OUT,12940.0,209.0,3248.0,2716.0,3412.0,2336.0,1019.0
LU,620,KETu,Kenton,Station entry / exit,2017-01-01,MTF,OUT,3331.0,75.0,764.0,654.0,1220.0,456.0,162.0
LU,621,KEWu,Kew Gardens,Station entry / exit,2017-01-01,MTF,OUT,6497.0,75.0,1077.0,1665.0,2064.0,1143.0,473.0
LU,622,KILu,Kilburn,Station entry / exit,2017-01-01,MTF,OUT,12733.0,280.0,1500.0,2539.0,3996.0,2748.0,1670.0
