Rail Station Name,Travel Location No,Month Name (Travel Date),Calendar Year (Travel Date),Transaction Type,Count of Taps
Queensbury,679,April,2019,Exit,165655
Queensbury,679,April,2019,Entry,170675
Queenstown Road Battersea,5596,April,2019,Exit,53557
Queenstown Road Battersea,5596,April,2019,Entry,58296
Queensway,681,April,2019,Entry,379247
Queensway,681,April,2019,Exit,373318
Rainham Essex,7454,April,2019,Exit,48707
Rainham Essex,7454,April,2019,Entry,44253
Ravensbourne,5083,April,2019,Entry,4886
Ravensbourne,5083,April,2019,Exit,3409
Ravenscourt Park,682,April,2019,Entry,115988
Ravenscourt Park,682,April,2019,Exit,112716
Rayners Lane,683,April,2019,Entry,164321
Rayners Lane,683,April,2019,Exit,158468
Raynes Park,5569,April,2019,Entry,143469
Raynes Park,5569,April,2019,Exit,137428
Rectory Road,6967,April,2019,Exit,14447
Rectory Road,6967,April,2019,Entry,18267
Redbridge,684,April,2019,Exit,101503
Redbridge,684,April,2019,Entry,112742
Redhill,5478,April,2019,Exit,22577
Redhill,5478,April,2019,Entry,23816
Reedham Surrey,5431,April,2019,Exit,2596
Reedham Surrey,5431,April,2019,Entry,3254
Regents Park,685,April,2019,Entry,150784
Regents Park,685,April,2019,Exit,170214
Richmond,5570,April,2019,Exit,536286
Richmond,5570,April,2019,Entry,543511
Rickmansworth,687,April,2019,Exit,87913
Rickmansworth,687,April,2019,Entry,90983
Riddlesdown,5432,April,2019,Exit,5104
Riddlesdown,5432,April,2019,Entry,6301
Roding Valley,688,April,2019,Entry,7544
Roding Valley,688,April,2019,Exit,5944
Romford,6886,April,2019,Exit,317574
Romford,6886,April,2019,Entry,319948
Rotherhithe,1039,April,2019,Exit,65547
Rotherhithe,1039,April,2019,Entry,75309
Royal Albert,890,April,2019,Exit,28064
Royal Albert,890,April,2019,Entry,31388
Royal Oak,690,April,2019,Exit,93601
Royal Oak,690,April,2019,Entry,98483
Royal Victoria,886,April,2019,Exit,50934
Royal Victoria,886,April,2019,Entry,64984
Ruislip,691,April,2019,Entry,80182
Ruislip,691,April,2019,Exit,80317
Ruislip Gardens,692,April,2019,Exit,37868
Ruislip Gardens,692,April,2019,Entry,43438
Ruislip Manor,693,April,2019,Exit,75428
Ruislip Manor,693,April,2019,Entry,76030
Russell Square,694,April,2019,Entry,474296
Russell Square,694,April,2019,Exit,470307
Rye House,6820,April,2019,Exit,4596
Rye House,6820,April,2019,Entry,4394
Salfords,5380,April,2019,Entry,631
Salfords,5380,April,2019,Exit,536
Sanderstead,5433,April,2019,Entry,33594
Sanderstead,5433,April,2019,Exit,28569
Selhurst,5434,April,2019,Exit,43543
Selhurst,5434,April,2019,Entry,46717
Seven Kings,6893,April,2019,Entry,132400
Seven Kings,6893,April,2019,Exit,122800
Seven Sisters,698,April,2019,Entry,780153
Seven Sisters,698,April,2019,Exit,776358
Shadwell DLR,860,April,2019,Entry,127934
Shadwell DLR,860,April,2019,Exit,114670
Shadwell LO,1082,April,2019,Exit,211489
Shadwell LO,1082,April,2019,Entry,116691
Shenfield,6888,April,2019,Entry,67207
Shenfield,6888,April,2019,Exit,65747
Shepherds Bush LO,9587,April,2019,Exit,308122
Shepherds Bush LO,9587,April,2019,Entry,298324
Shepherds Bush LU,700,April,2019,Entry,847397
Shepherds Bush LU,700,April,2019,Exit,800971
Shepherds Bush Market,775,April,2019,Entry,134086
Shepherds Bush Market,775,April,2019,Exit,125722
Shoreditch High Street,1024,April,2019,Exit,369190
Shoreditch High Street,1024,April,2019,Entry,346965
Shortlands,5084,April,2019,Exit,20255
Shortlands,5084,April,2019,Entry,26065
Sidcup,5125,April,2019,Entry,84076
Sidcup,5125,April,2019,Exit,64498
Silver Street,6972,April,2019,Exit,40747
Silver Street,6972,April,2019,Entry,50469
Slade Green,5154,April,2019,Entry,16089
Slade Green,5154,April,2019,Exit,11981
Sloane Square,702,April,2019,Exit,583373
Sloane Square,702,April,2019,Entry,604978
Snaresbrook,703,April,2019,Entry,91554
Snaresbrook,703,April,2019,Exit,85012
South Acton,1452,April,2019,Entry,18864
South Acton,1452,April,2019,Exit,16919
South Bermondsey,5425,April,2019,Exit,16388
South Bermondsey,5425,April,2019,Entry,16590
South Croydon,5410,April,2019,Exit,30981
South Croydon,5410,April,2019,Entry,38813
South Ealing,704,April,2019,Exit,139406
South Ealing,704,April,2019,Entry,140049
South Greenford,3138,April,2019,Entry,937
South Greenford,3138,April,2019,Exit,543
South Hampstead,1451,April,2019,Entry,9015
South Hampstead,1451,April,2019,Exit,7275
South Harrow,707,April,2019,Exit,85677
South Harrow,707,April,2019,Entry,84774
South Kensington,708,April,2019,Exit,1284176
South Kensington,708,April,2019,Entry,1316855
South Kenton,709,April,2019,Entry,26933
South Kenton,709,April,2019,Exit,23718
South Merton,5292,April,2019,Entry,3216
South Merton,5292,April,2019,Exit,2153
South Quay,861,April,2019,Entry,84416
South Quay,861,April,2019,Exit,74335
South Ruislip,710,April,2019,Entry,77830
South Ruislip,710,April,2019,Exit,73119
South Tottenham,7404,April,2019,Entry,35921
South Tottenham,7404,April,2019,Exit,36308
South Wimbledon,711,April,2019,Exit,179384
South Wimbledon,711,April,2019,Entry,196153
South Woodford,712,April,2019,Entry,191508
South Woodford,712,April,2019,Exit,205668
Southall,3187,April,2019,Entry,86436
Southall,3187,April,2019,Exit,73420
Southbury,6947,April,2019,Exit,39894
Southbury,6947,April,2019,Entry,37493
Southfields,705,April,2019,Exit,201034
Southfields,705,April,2019,Entry,217520
Southgate,706,April,2019,Exit,214495
Southgate,706,April,2019,Entry,210211
Southwark,784,April,2019,Entry,601753
Southwark,784,April,2019,Exit,601610
St Helier,5290,April,2019,Exit,2952
St Helier,5290,April,2019,Entry,4376
St James Street,6973,April,2019,Entry,48238
St James Street,6973,April,2019,Exit,46568
St James's Park,695,April,2019,Entry,560386
St James's Park,695,April,2019,Exit,529712
St Johns,5059,April,2019,Entry,15447
St Johns,5059,April,2019,Exit,11683
St Johns Wood,696,April,2019,Entry,312366
St Johns Wood,696,April,2019,Exit,319387
St Margarets (Herts),6821,April,2019,Entry,3082
St Margarets (Herts),6821,April,2019,Exit,2521
St Margarets London,5604,April,2019,Entry,26142
St Margarets London,5604,April,2019,Exit,19371
St Mary Cray,5073,April,2019,Exit,22335
St Mary Cray,5073,April,2019,Entry,26161
St Pancras International,1555,April,2019,Exit,280515
St Pancras International,1555,April,2019,Entry,258582
St Pancras International (HS1),7423,April,2019,Entry,37068
St Pancras International (HS1),7423,April,2019,Exit,33856
St Pauls,697,April,2019,Entry,563229
St Pauls,697,April,2019,Exit,622045
Stamford Brook,713,April,2019,Exit,99472
Stamford Brook,713,April,2019,Entry,107292
Stamford Hill,6968,April,2019,Entry,14299
Stamford Hill,6968,April,2019,Exit,10647
Stanmore,714,April,2019,Entry,155025
Stanmore,714,April,2019,Exit,152925
Star Lane DLR,889,April,2019,Entry,27328
Star Lane DLR,889,April,2019,Exit,24366
Stepney Green,715,April,2019,Exit,189190
Stepney Green,715,April,2019,Entry,207079
Stockwell,716,April,2019,Entry,487185
Stockwell,716,April,2019,Exit,393897
Stoke Newington,6934,April,2019,Entry,27844
Stoke Newington,6934,April,2019,Exit,22933
Stonebridge Park,717,April,2019,Entry,100828
Stonebridge Park,717,April,2019,Exit,92007
Stoneleigh,5606,April,2019,Exit,14369
Stoneleigh,5606,April,2019,Entry,16992
Stratford,6960,April,2019,Exit,84082
Stratford,719,April,2019,Entry,2672142
Stratford,719,April,2019,Exit,2585420
Stratford,6960,April,2019,Entry,40070
Stratford High Street,749,April,2019,Exit,15018
Stratford High Street,749,April,2019,Entry,13298
Stratford International,504,April,2019,Exit,37356
Stratford International,504,April,2019,Entry,47930
Stratford International (HS1),7222,April,2019,Entry,35029
Stratford International (HS1),7222,April,2019,Exit,30931
Strawberry Hill,5607,April,2019,Entry,15321
Strawberry Hill,5607,April,2019,Exit,12187
Streatham,5383,April,2019,Entry,117835
Streatham,5383,April,2019,Exit,102095
Streatham Common,5384,April,2019,Exit,124357
Streatham Common,5384,April,2019,Entry,129317
Streatham Hill,5435,April,2019,Exit,78986
Streatham Hill,5435,April,2019,Entry,75685
Sudbury & Harrow Road,1483,April,2019,Exit,689
Sudbury & Harrow Road,1483,April,2019,Entry,990
Sudbury Hill,720,April,2019,Exit,72907
Sudbury Hill,720,April,2019,Entry,73528
Sudbury Hill Harrow,1484,April,2019,Exit,1006
Sudbury Hill Harrow,1484,April,2019,Entry,1633
Sudbury Town,721,April,2019,Exit,64835
Sudbury Town,721,April,2019,Entry,75391
Sundridge Park,5155,April,2019,Entry,4601
Sundridge Park,5155,April,2019,Exit,3564
Surbiton,5571,April,2019,Entry,251313
Surbiton,5571,April,2019,Exit,252649
Surrey Quays,1083,April,2019,Entry,202067
Surrey Quays,1083,April,2019,Exit,181295
Sutton Common,5436,April,2019,Entry,6951
Sutton Common,5436,April,2019,Exit,5001
Sutton Surrey,5385,April,2019,Entry,186387
Sutton Surrey,5385,April,2019,Exit,183091
Swanley,5075,April,2019,Exit,12345
Swanley,5075,April,2019,Entry,14137
Swiss Cottage,723,April,2019,Entry,277054
Swiss Cottage,723,April,2019,Exit,265147
Sydenham Hill,5085,April,2019,Exit,12029
Sydenham Hill,5085,April,2019,Entry,16901
Sydenham SR,5437,April,2019,Entry,159096
Sydenham SR,5437,April,2019,Exit,155314
Syon Lane,5609,April,2019,Exit,17461
Syon Lane,5609,April,2019,Entry,20598
Tadworth,5386,April,2019,Entry,3597
Tadworth,5386,April,2019,Exit,3081
Tattenham Corner,5387,April,2019,Entry,2528
Tattenham Corner,5387,April,2019,Exit,2119
Teddington,5572,April,2019,Entry,33904
Teddington,5572,April,2019,Exit,29740
Temple,724,April,2019,Entry,294563
Temple,724,April,2019,Exit,280149
Thames Ditton,5610,April,2019,Entry,15002
Thames Ditton,5610,April,2019,Exit,13112
Theobalds Grove,6949,April,2019,Entry,28719
Theobalds Grove,6949,April,2019,Exit,24846
Theydon Bois,725,April,2019,Entry,39034
Theydon Bois,725,April,2019,Exit,36387
Thornton Heath,5388,April,2019,Exit,94905
Thornton Heath,5388,April,2019,Entry,102148
TICKETLINE,798,April,2019,Entry,3026
TICKETLINE,798,April,2019,Exit,3
Tolworth,5573,April,2019,Entry,11680
Tolworth,5573,April,2019,Exit,9761
Tooting,5389,April,2019,Exit,31162
Tooting,5389,April,2019,Entry,40045
Tooting Bec,726,April,2019,Entry,318871
Tooting Bec,726,April,2019,Exit,292057
Tooting Broadway,727,April,2019,Entry,612869
Tooting Broadway,727,April,2019,Exit,603976
Tottenham Court Road,728,April,2019,Exit,1521508
Tottenham Court Road,728,April,2019,Entry,1619730
Tottenham Hale,6951,April,2019,Exit,215846
Tottenham Hale,729,April,2019,Exit,531022
Tottenham Hale,729,April,2019,Entry,572073
Tottenham Hale,6951,April,2019,Entry,208863
Totteridge,730,April,2019,Entry,104368
Totteridge,730,April,2019,Exit,95818
Tower Gateway,864,April,2019,Exit,69384
Tower Gateway,864,April,2019,Entry,76451
Tower Hill,731,April,2019,Entry,891379
Tower Hill,731,April,2019,Exit,936411
Tufnell Park,733,April,2019,Entry,166031
Tufnell Park,733,April,2019,Exit,150171
Tulse Hill,5390,April,2019,Exit,84703
Tulse Hill,5390,April,2019,Entry,91662
Turkey Street,6952,April,2019,Entry,39195
Turkey Street,6952,April,2019,Exit,35169
Turnham Green,734,April,2019,Exit,229381
Turnham Green,734,April,2019,Entry,228311
Turnpike Lane,735,April,2019,Entry,433975
Turnpike Lane,735,April,2019,Exit,429605
Twickenham,5574,April,2019,Entry,136511
Twickenham,5574,April,2019,Exit,143691
Unknown,0,April,2019,Exit,53243
Unknown,0,April,2019,Entry,62577
Upminster,7464,April,2019,Entry,192172
Upminster,7464,April,2019,Exit,191719
Upminster Bridge,737,April,2019,Entry,39820
Upminster Bridge,737,April,2019,Exit,37317
Upney,738,April,2019,Exit,92937
Upney,738,April,2019,Entry,105568
Upper Holloway,1524,April,2019,Entry,23147
Upper Holloway,1524,April,2019,Exit,21015
Upper Warlingham,5391,April,2019,Exit,8958
Upper Warlingham,5391,April,2019,Entry,11461
Upton Park,739,April,2019,Entry,361215
Upton Park,739,April,2019,Exit,341902
Uxbridge,740,April,2019,Exit,288118
Uxbridge,740,April,2019,Entry,298479
Vauxhall LU,777,April,2019,Entry,1318519
Vauxhall LU,777,April,2019,Exit,1227494
Vauxhall NR,5597,April,2019,Exit,740369
Vauxhall NR,5597,April,2019,Entry,678886
Victoria (Gatwick Express),5449,April,2019,Exit,21800
Victoria (Gatwick Express),5449,April,2019,Entry,36201
Victoria LU,741,April,2019,Entry,2184973
Victoria LU,722,April,2019,Entry,1197453
Victoria LU,741,April,2019,Exit,2371509
Victoria LU,722,April,2019,Exit,1112050
Victoria NR,5426,April,2019,Entry,885552
Victoria NR,8558,April,2019,Entry,574415
Victoria NR,5426,April,2019,Exit,826729
Victoria NR,8558,April,2019,Exit,528817
W Silvertown,559,April,2019,Exit,25672
W Silvertown,559,April,2019,Entry,29056
Waddon,5392,April,2019,Exit,12153
Waddon,5392,April,2019,Entry,14069
Wallington,5394,April,2019,Entry,68597
Wallington,5394,April,2019,Exit,63993
Waltham Cross,6823,April,2019,Exit,18868
Waltham Cross,6823,April,2019,Entry,20856
Walthamstow Central,6953,April,2019,Exit,348125
Walthamstow Central,742,April,2019,Exit,436646
Walthamstow Central,742,April,2019,Entry,347229
Walthamstow Central,6953,April,2019,Entry,264370
Walthamstow Queens Road,7407,April,2019,Exit,15589
Walthamstow Queens Road,7407,April,2019,Entry,14365
Wandsworth Common,5395,April,2019,Entry,26070
Wandsworth Common,5395,April,2019,Exit,22706
Wandsworth Road,5372,April,2019,Entry,16845
Wandsworth Road,5372,April,2019,Exit,14472
Wandsworth Town,5576,April,2019,Exit,147948
Wandsworth Town,5576,April,2019,Entry,145251
Wanstead,743,April,2019,Exit,105336
Wanstead,743,April,2019,Entry,104995
Wanstead Park,7408,April,2019,Entry,28492
Wanstead Park,7408,April,2019,Exit,27932
Wapping,1085,April,2019,Exit,103166
Wapping,1085,April,2019,Entry,108263
Ware,6824,April,2019,Exit,7925
Ware,6824,April,2019,Entry,9214
Warren Street,745,April,2019,Entry,762345
Warren Street,745,April,2019,Exit,727798
Warwick Avenue,746,April,2019,Entry,167838
Warwick Avenue,746,April,2019,Exit,165087
Waterloo East NR,5158,April,2019,Entry,258986
Waterloo East NR,5158,April,2019,Exit,290656
Waterloo LU (Bloo/Nthn/W&C),747,April,2019,Exit,1377323
Waterloo LU (Bloo/Nthn/W&C),747,April,2019,Entry,1454389
Waterloo LU (Jubilee),796,April,2019,Entry,1235477
Waterloo LU (Jubilee),796,April,2019,Exit,1332163
Waterloo NR,8909,April,2019,Exit,814970
Waterloo NR,8909,April,2019,Entry,330959
Waterloo NR (Plat 1-11),5598,April,2019,Entry,515876
Waterloo NR (Plat 1-11),5598,April,2019,Exit,779608
Waterloo NR (Plat 20-24),5465,April,2019,Entry,77479
Waterloo NR (Plat 20-24),5465,April,2019,Exit,136261
Watford High Street,1455,April,2019,Entry,53616
Watford High Street,1455,April,2019,Exit,50463
Watford Junction,1402,April,2019,Entry,183824
Watford Junction,1402,April,2019,Exit,160855
Watford Met,748,April,2019,Exit,72421
Watford Met,748,April,2019,Entry,78107
Welling,5128,April,2019,Exit,44236
Welling,5128,April,2019,Entry,68642
Wembley Central,751,April,2019,Entry,215654
Wembley Central,751,April,2019,Exit,226324
Wembley Park,752,April,2019,Entry,672758
Wembley Park,752,April,2019,Exit,661716
Wembley Stadium,1509,April,2019,Entry,3741
Wembley Stadium,1509,April,2019,Exit,3112
West Acton,753,April,2019,Exit,61711
West Acton,753,April,2019,Entry,65568
West Brompton,755,April,2019,Exit,171408
West Brompton,755,April,2019,Entry,171367
West Croydon,5411,April,2019,Exit,184074
West Croydon,5411,April,2019,Entry,194388
West Drayton,3174,April,2019,Exit,34639
West Drayton,3174,April,2019,Entry,40961
West Dulwich,5086,April,2019,Entry,18577
West Dulwich,5086,April,2019,Exit,14315
West Ealing,3188,April,2019,Exit,21788
West Ealing,3188,April,2019,Entry,24478
West Finchley,756,April,2019,Entry,65574
West Finchley,756,April,2019,Exit,61652
West Ham,757,April,2019,Exit,181909
West Ham,757,April,2019,Entry,171409
West Hampstead LO,1421,April,2019,Exit,161652
West Hampstead LO,1421,April,2019,Entry,193243
West Hampstead LU,758,April,2019,Entry,420962
West Hampstead LU,758,April,2019,Exit,388333
West Hampstead Thameslink,1525,April,2019,Exit,124083
West Hampstead Thameslink,1525,April,2019,Entry,123736
West Harrow,759,April,2019,Entry,47260
West Harrow,759,April,2019,Exit,31258
West India Quay,866,April,2019,Entry,17755
West India Quay,866,April,2019,Exit,14784
West Kensington,760,April,2019,Entry,180336
West Kensington,760,April,2019,Exit,168444
West Norwood,5438,April,2019,Entry,52199
West Norwood,5438,April,2019,Exit,61541
West Ruislip,762,April,2019,Exit,53163
West Ruislip,762,April,2019,Entry,58255
West Sutton,5293,April,2019,Exit,4570
West Sutton,5293,April,2019,Entry,7055
West Wickham,5054,April,2019,Exit,11869
West Wickham,5054,April,2019,Entry,14580
Westbourne Park,754,April,2019,Entry,163569
Westbourne Park,754,April,2019,Exit,148981
Westcombe Park,5151,April,2019,Exit,12581
Westcombe Park,5151,April,2019,Entry,17963
Westferry,865,April,2019,Exit,52536
Westferry,865,April,2019,Entry,65441
Westminster,761,April,2019,Entry,1130904
Westminster,761,April,2019,Exit,1162890
White City,764,April,2019,Exit,356812
White City,764,April,2019,Entry,370376
White Hart Lane,6956,April,2019,Exit,55450
White Hart Lane,6956,April,2019,Entry,62995
Whitechapel,763,April,2019,Entry,458582
Whitechapel,763,April,2019,Exit,462053
Whitton,5611,April,2019,Exit,23045
Whitton,5611,April,2019,Entry,30118
Whyteleafe,5396,April,2019,Entry,4085
Whyteleafe,5396,April,2019,Exit,3727
Whyteleafe South,5439,April,2019,Exit,1636
Whyteleafe South,5439,April,2019,Entry,2257
Willesden Green,765,April,2019,Exit,317531
Willesden Green,765,April,2019,Entry,336006
Willesden Junction,1457,April,2019,Exit,200021
Willesden Junction,1457,April,2019,Entry,211592
Wimbledon,5578,April,2019,Entry,725331
Wimbledon,5578,April,2019,Exit,712636
Wimbledon Chase,5612,April,2019,Exit,5301
Wimbledon Chase,5612,April,2019,Entry,7746
Wimbledon Park,768,April,2019,Exit,77727
Wimbledon Park,768,April,2019,Entry,82348
WIMBLEDON TRAM                ,8777,April,2019,Exit,8783
Winchmore Hill,6024,April,2019,Entry,52649
Winchmore Hill,6024,April,2019,Exit,50218
Wood Green,770,April,2019,Entry,476907
Wood Green,770,April,2019,Exit,461999
Wood Lane,599,April,2019,Entry,166763
Wood Lane,599,April,2019,Exit,183503
Wood Street,6954,April,2019,Entry,66776
Wood Street,6954,April,2019,Exit,62142
Woodford,769,April,2019,Exit,214145
Woodford,769,April,2019,Entry,224567
Woodgrange Park,7467,April,2019,Entry,22641
Woodgrange Park,7467,April,2019,Exit,21795
Woodmansterne,5441,April,2019,Entry,4540
Woodmansterne,5441,April,2019,Exit,3013
Woodside Park,771,April,2019,Entry,123756
Woodside Park,771,April,2019,Exit,59841
Woolwich Arsenal DLR,573,April,2019,Entry,507821
Woolwich Arsenal DLR,573,April,2019,Exit,454360
Woolwich Arsenal NR,5152,April,2019,Entry,85170
Woolwich Arsenal NR,5152,April,2019,Exit,74501
Woolwich Dockyard,5153,April,2019,Exit,7462
Woolwich Dockyard,5153,April,2019,Entry,10995
Worcester Park,5579,April,2019,Entry,40630
Worcester Park,5579,April,2019,Exit,36515
Abbey Road DLR,750,August,2019,Exit,15566
Abbey Road DLR,750,August,2019,Entry,17655
Abbey Wood,5131,August,2019,Entry,150507
Abbey Wood,5131,August,2019,Exit,126711
Acton Central,1404,August,2019,Exit,61128
Acton Central,1404,August,2019,Entry,65332
Acton Main Line,3000,August,2019,Exit,6827
Acton Main Line,3000,August,2019,Entry,8434
Acton Town,500,August,2019,Entry,235334
Acton Town,500,August,2019,Exit,235027
Albany Park,5132,August,2019,Exit,14639
Albany Park,5132,August,2019,Entry,22604
Aldgate,502,August,2019,Entry,341388
Aldgate,502,August,2019,Exit,361069
Aldgate East,503,August,2019,Exit,545483
Aldgate East,503,August,2019,Entry,590443
Alexandra Palace,6025,August,2019,Entry,43485
